,Title,Year,First Author,Author Count,Citation Count,Citation Five Years,Bibcode
192,Coronal Faraday Rotation Observations: Measurements and Limits on Plasma Inhomogeneities,1999,"Mancuso, Salvatore",2,40,8,1999ApJ...525..195M
193,On the Coronal Magnetic Field: Consequences of Large-Scale Motions,1999,"Fisk, L. A.",3,137,39,1999ApJ...521..868F
194,"Shaping Bipolar and Elliptical Planetary Nebulae: Effects of Stellar Rotation, Photoionization Heating, and Magnetic Fields",1999,"García-Segura, Guillermo",4,296,117,1999ApJ...517..767G
195,Photon-conserving Radiative Transfer around Point Sources in Multidimensional Numerical Cosmology,1999,"Abel, Tom",3,158,51,1999ApJ...523...66A
196,VLBA Observations of 12 GHZ Methanol Masers toward W3(OH),1999,"Moscadelli, L.",4,27,11,1999ApJ...519..244M
197,No Hubble Bubble in the Local Universe,1999,"Giovanelli, Riccardo",5,50,18,1999ApJ...525...25G
198,Statistical Properties of Magnetic Separators in Model Active Regions,1999,"Welsch, Brian T.",2,14,10,1999ApJ...522.1117W
199,Formation and Evolution of Galactic Halos in Clusters of Galaxies,1999,"Okamoto, Takashi",2,72,43,1999ApJ...516..591O
200,"The Linear Polarization of Sagittarius A*. II. VLA and BIMA Polarimetry at 22, 43, and 86 GHz",1999,"Bower, Geoffrey C.",4,44,19,1999ApJ...527..851B
201,Maximum Energies of Shock-accelerated Electrons in Young Shell Supernova Remnants,1999,"Reynolds, Stephen P.",2,193,66,1999ApJ...525..368R
202,The Formaldehyde Ortho/Para Ratio as a Probe of Dark Cloud Chemistry and Evolution,1999,"Dickens, J. E.",2,45,9,1999ApJ...518..733D
203,On the High-Velocity Ejecta of the Type IA Supernova SN 1994D,1999,"Hatano, Kazuhito",5,72,24,1999ApJ...525..881H
204,Infrared Spectroscopy of Nano-sized Carbon Grains Produced by Laser Pyrolysis of Acetylene: Analog Materials for Interstellar Grains,1999,"Schnaiter, M.",6,59,29,1999ApJ...519..687S
205,Bias in the Cepheid Period-Luminosity Relation,1999,"Lanoix, P.",3,15,14,1999ApJ...517..188L
206,Predictions for the Very Early Afterglow and the Optical Flash,1999,"Sari, Re'em",2,493,113,1999ApJ...520..641S
207,A Possible Model of Persistent X-Ray-luminous Gas around the Giant Elliptical Galaxy M87,1999,"Saito, Ryo",2,7,7,1999ApJ...519...48S
208,The Hubble Space Telescope Guide Star Catalog,1999,"van Altena, W. F.",1,0,0,1999ApJ...525C1282V
209,Penzias &amp; Wilson's Discovery of the Cosmic Microwave Background,1999,"Peebles, P. J. E.",1,0,0,1999ApJ...525C1067P
210,Evidence against the Sciama Model of Radiative Decay of Massive Neutrinos,1999,"Bowyer, Stuart",8,25,19,1999ApJ...526...10B
211,Very Extended X-Ray and Hα Emission in M82: Implications for the Superwind Phenomenon,1999,"Lehnert, Matthew D.",3,197,46,1999ApJ...523..575L
212,The Structure and Shape of the Magnetic Cavity in Comets,1999,"Liu, Lin-zhong",1,4,2,1999ApJ...520..399L
213,Erratum: The Limits on Cosmological Anisotropies and Inhomogeneities from COBE Data,1999,"Stoeger, William R.",3,4,1,1999ApJ...522..559S
214,Improved Detection Rates for Close Binaries via Astrometric Observations of Gravitational Microlensing Events,1999,"Chang, Kyongae",2,7,7,1999ApJ...525..434C
215,The Linear Polarization of Sagittarius A*. I. VLA Spectropolarimetry at 4.8 and 8.4 GHZ,1999,"Bower, Geoffrey C.",5,65,30,1999ApJ...521..582B
216,Causal Relations between Hα Loop Emergences and Soft X-Ray Brightenings,1999,"Yoshimura, Keiji",2,17,6,1999ApJ...517..964Y
217,Coronal Heating by Collision and Cancellation of Magnetic Elements,1999,"Longcope, D. W.",2,40,13,1999ApJ...524..483L
218,Internal Kinematics of the Andromeda II Dwarf Spheroidal Galaxy,1999,"Côté, Patrick",4,51,17,1999ApJ...526..147C
219,Vertical Instabilities and Off-Plane Orbits in Circumbinary Disks,1999,"Erwin, Peter",2,6,0,1999ApJ...521..798E
220,Michelson &amp; Pease's Interferometric Stellar Diameters,1999,"Townes, C. H.",1,0,0,1999ApJ...525C.148T
221,The Clustering of High-Redshift Galaxies in the Cold Dark Matter Scenario,1999,"Katz, Neal",3,87,68,1999ApJ...523..463K
222,Dynamics of Exotic Nuclear Rod Formation for the Origin of Neutron Star Glitches,1999,"Mochizuki, Yuko",3,7,1,1999ApJ...521..281M
223,VSOP and Ground-based VLBI Imaging of the TEV Blazar Markarian 421 at Multiple Epochs,1999,"Piner, B. G.",6,46,19,1999ApJ...525..176P
224,On X-Ray Variability in Active Binary Stars,1999,"Kashyap, Vinay",2,28,10,1999ApJ...524..988K
225,A Search for Very Low Mass Stars and Brown Dwarfs in the Young σ Orionis Cluster,1999,"Béjar, V. J. S.",3,165,74,1999ApJ...521..671B
226,Dust-to-Gas Ratio and Metallicity in Dwarf Galaxies,1999,"Hirashita, Hiroyuki",1,85,46,1999ApJ...522..220H
227,The Luminosity Functions and Size Distributions of H II Regions in Irregular Galaxies,1999,"Youngblood, Abigail J.",2,70,28,1999ApJ...519...55Y
228,Eulerian Perturbative Approximations in Planar Symmetry,1999,"Raposo, A. P.",3,0,0,1999ApJ...523...16R
229,XTE J2123-058: A New Neutron Star X-Ray Transient,1999,"Tomsick, John A.",4,29,16,1999ApJ...521..341T
230,ROSAT HRI X-Ray Observations of the Open Globular Cluster NGC 288,1999,"Sarazin, Craig L.",5,2,1,1999ApJ...524..220S
231,The Three-dimensional Coronal Magnetic Field during Whole Sun Month,1999,"Gibson, S. E.",14,40,15,1999ApJ...520..871G
232,Analyzing the Dressler Catalog Using the Pointwise Dimension,1999,"Best, Jason S.",1,2,2,1999ApJ...520..507B
233,Three-dimensional Magnetohydrodynamic Simulationsof the Interaction of Magnetic Flux Tubes,1999,"Kondrashov, D.",4,24,9,1999ApJ...519..884K
234,Time Evolution of the Magnetic Activity Cycle Period. II. Results for an Expanded Stellar Sample,1999,"Saar, Steven H.",2,292,47,1999ApJ...524..295S
235,CO Observations of the W51B H II Region Complex,1999,"Koo, Bon-Chul",1,30,11,1999ApJ...518..760K
236,On the Spatial Distribution of Hard X-Rays from Solar Flare Loops,1999,"Petrosian, Vahé",2,51,12,1999ApJ...527..945P
237,Recurrent X-Ray Emission Variations of η Carinae and the Binary Hypothesis,1999,"Ishibashi, K.",8,127,43,1999ApJ...524..983I
238,B2 1144+35: A Giant Low-Power Radio Galaxy with Superluminal Motion,1999,"Giovannini, G.",8,51,23,1999ApJ...522..101G
239,"Spectra of Maser Radiation from a Turbulent, Circumnuclear Accretion Disk. II. High-Velocity Features",1999,"Wallin, B. K.",3,13,7,1999ApJ...517..682W
240,Heat Transport Along an Inhomogeneous Magnetic Field. I. Periodic Magnetic Mirrors,1999,"Chandran, Benjamin D. G.",4,24,14,1999ApJ...525..638C
241,"Observations of a Z = 1.44 Dusty, Ultraluminous Galaxy and Implications for Deep Submillimeter Surveys",1999,"Dey, Arjun",6,176,134,1999ApJ...519..610D
242,"The Impact of the Massive Young Star GL 2591 on Its Circumstellar Material: Temperature, Density, and Velocity Structure",1999,"van der Tak, Floris F. S.",5,148,46,1999ApJ...522..991V
243,Time-Delay Interferometry for Space-based Gravitational Wave Searches,1999,"Armstrong, J. W.",3,292,42,1999ApJ...527..814A
244,Small-Scale Anisotropy of Cosmic Rays above 10<SUP>19</SUP> eV Observed with the Akeno Giant Air Shower Array,1999,"Takeda, M.",28,441,231,1999ApJ...522..225T
245,Morphology and Composition of the Helix Nebula,1999,"Henry, R. B. C.",3,50,18,1999ApJ...517..782H
246,Toward an Orbit for the High-Luminosity Cepheid T Monocerotis,1999,"Evans, Nancy Remage",7,17,6,1999ApJ...524..379E
247,The Double Nucleus and Central Black Hole of M31,1999,"Kormendy, John",2,137,56,1999ApJ...522..772K
248,Evolution of Nonlinear AlfvÉn Waves in Streaming Inhomogeneous Plasmas,1999,"Buti, B.",8,40,15,1999ApJ...523..849B
249,"Lifetime Measurements for Ground Term Transitions in TA II, W II, and RE II",1999,"Henderson, M.",7,20,5,1999ApJ...520..805H
250,Cluster Mass Function in Mixed Models,1999,"Gardini, A.",3,13,7,1999ApJ...524..510G
251,A Graph-theoretical Approach for Quantifying Galaxy Distributions in a Cold Dark Matter Universe,1999,"Ueda, Haruhiko",2,7,4,1999ApJ...526..560U
252,Orbiting Molecular Reservoirs around Evolved Red Giant Stars,1999,"Jura, M.",2,83,45,1999ApJ...521..302J
253,On X-Ray Variability in Seyfert Galaxies,1999,"Turner, T. J.",4,168,74,1999ApJ...524..667T
254,Hoyle &amp; Schwarzschild's Analysis of the Evolution of Population II Stars,1999,"Burbidge, Margaret",1,0,0,1999ApJ...525C.639B
255,Electron Heat Conduction in the Solar Transition Region: Validity of the Classical Description,1999,"Lie-Svendsen, Øystein",3,10,3,1999ApJ...525.1056L
256,Bayesian Periodic Signal Detection. I. Analysis of 20 Years of Radio Flux Measurements of the X-Ray Binary LS I +61°303,1999,"Gregory, P. C.",1,32,13,1999ApJ...520..361G
257,ERRATUM: Comparison between Multisphere Light-scattering Calculations: Rigorous Solution and Discrete Dipole Approximation,1999,"Xu, Yu-lin",2,3,0,1999ApJ...522.1206X
258,The HCO<SUP>+</SUP> Molecular Outflow in NGC 2071,1999,"Girart, José M.",6,23,10,1999ApJ...522..921G
259,The Age and Metallicity Range of Early-Type Galaxies in Clusters,1999,"Ferreras, Ignacio",3,80,30,1999ApJ...521...81F
260,The Gravitational Wave Contribution to the Cosmic Microwave Background Anisotropies,1999,"Melchiorri, Alessandro",4,30,26,1999ApJ...518..562M
261,Coronal Loop Oscillations Observed with the Transition Region and Coronal Explorer,1999,"Aschwanden, Markus J.",4,809,110,1999ApJ...520..880A
262,Spectral Energy Distributions of Passive T Tauri Disks: Inclination,1999,"Chiang, E. I.",2,135,58,1999ApJ...519..279C
263,The Emission Time of Gamma-Ray Bursts,1999,"Mitrofanov, Igor G.",13,20,8,1999ApJ...522.1069M
264,Alignments of the Dominant Galaxies in Poor Clusters,1999,"Fuller, Todd M.",3,47,13,1999ApJ...519...22F
265,The Bispectrum as a Signature of Gravitational Instability in Redshift Space,1999,"Scoccimarro, Román",3,257,43,1999ApJ...517..531S
266,Two-Component Theoretical Chromosphere Models for K Dwarfs of Different Magnetic Activity: Exploring the Ca II Emission-Stellar Rotation Relationship,1999,"Cuntz, M.",5,68,29,1999ApJ...522.1053C
267,New Results from a Near-Infrared Search for Hidden Broad-Line Regions in Ultraluminous Infrared Galaxies,1999,"Veilleux, Sylvain",3,176,73,1999ApJ...522..139V
268,Phase Differences and Gains between Intensity and Velocity in Low-Degree Acoustic Modes Measured by SOHO,1999,"Jiménez, Antonio",4,34,13,1999ApJ...525.1042J
269,Stellar Iron Abundances: Non-LTE Effects,1999,"Thévenin, F.",2,331,123,1999ApJ...521..753T
270,Measurements of Ω and Λ from 42 High-Redshift Supernovae,1999,"Perlmutter, S.",33,2000,394,1999ApJ...517..565P
271,The Kinetic Temperature Structure within NGC 2024,1999,"Mangum, Jeffrey G.",3,20,7,1999ApJ...526..845M
272,Young Low-Mass Stars and Brown Dwarfs in IC 348,1999,"Luhman, K. L.",1,337,118,1999ApJ...525..466L
273,Deuterium Fractionation in Protoplanetary Disks,1999,"Aikawa, Yuri",2,127,43,1999ApJ...526..314A
274,Emission-Line Galaxies from the NICMOS/Hubble Space Telescope Grism Parallel   Survey,1999,"McCarthy, Patrick J.",13,59,23,1999ApJ...520..548M
275,Gravity Modes in ZZ Ceti Stars. II. Eigenvalues and Eigenfunctions,1999,"Wu, Yanqin",2,68,27,1999ApJ...519..783W
276,X-Ray Emission from the Prototypical LINER Galaxy NGC 1052,1999,"Weaver, K. A.",4,39,22,1999ApJ...520..130W
277,Long-Term X-Ray Monitoring of 1E 1740.7-2942 and GRS 1758-258,1999,"Main, D. S.",7,36,17,1999ApJ...525..901M
278,Newtonian Hydrodynamics of the Coalescence of Black Holes with Neutron Stars. I. Tidally Locked Binaries with a Stiff Equation of State,1999,"Lee, William H.",2,93,29,1999ApJ...526..178L
279,Mass Limits For Black Hole Formation,1999,"Fryer, Chris L.",1,523,125,1999ApJ...522..413F
280,A 2MASS Ultracool M Dwarf Observed in a Spectacular Flare,1999,"Liebert, James",4,86,39,1999ApJ...519..345L
281,A Radio Polarimetric Study of the Galactic Center Threads,1999,"Lang, Cornelia C.",3,111,31,1999ApJ...526..727L
282,Interacting and Interplanetary Protons Accelerated on Diverging Magnetic Field Lines: Stochastic Acceleration,1999,"Kocharov, L.",5,8,5,1999ApJ...521..898K
283,On the Stability and Evolution of Isolated BOK Globules,1999,"Nelson, Richard P.",2,79,1,1999ApJ...524..923N
284,"A One-dimensional Magnetohydrodynamic Model of Solar Flares: Emergence of a Population of Weak Events, and a Possible Road toward Nanoflares",1999,"Galtier, S.",1,15,7,1999ApJ...521..483G
285,Photodissociative Regulation of Star Formation in Metal-free Pregalactic Clouds,1999,"Omukai, Kazuyuki",2,114,49,1999ApJ...518...64O
286,Optimal Microlensing Observations,1999,"Gould, Andrew",1,11,10,1999ApJ...517..719G
287,"Comments on Ostriker, Peebles, &amp; Yahil (1974) ""The Size and Mass of Galaxies, and the Mass of the Universe""",1999,"Tremaine, Scott",1,0,0,1999ApJ...525C1223T
288,A Survey of Infall Motions toward Starless Cores. I. CS (2-1) and N<SUB>2</SUB>H<SUP>+</SUP> (1-0) Observations,1999,"Lee, Chang Won",3,200,55,1999ApJ...526..788L
289,A Better Linear Force-free Field,1999,"Wheatland, M. S.",1,20,5,1999ApJ...518..948W
290,ASCA Observation of the Dipping X-Ray Source XB 1916-053,1999,"Ko, Yuan-Kuen",4,4,3,1999ApJ...520..292K
291,On the Magnetospheric Beat-Frequency and Lense-Thirring Interpretations of the Horizontal-Branch Oscillation in the Z Sources,1999,"Psaltis, Dimitrios",10,70,30,1999ApJ...520..763P
292,Vibrational Transition Moment of the CH Radical Determined from the Herman-Wallis Effect,1999,"Ghosh, P. N.",3,9,4,1999ApJ...525..539G
293,Steps toward the Power Spectrum of Matter. I. The Mean Spectrum of Galaxies,1999,"Einasto, J.",11,27,24,1999ApJ...519..441E
294,Profile Instabilities of the Millisecond Pulsar PSR J1022+1001,1999,"Kramer, Michael",9,58,17,1999ApJ...520..324K
295,X-Ray/Gamma-Ray Observations of the PSR B1259-63-SS 2883 System near Apastron,1999,"Hirayama, M.",7,42,11,1999ApJ...521..718H
296,The Extended Blue Continuum and Line Emission around the Central Radio Galaxy in Abell 2597,1999,"Koekemoer, Anton M.",8,48,26,1999ApJ...525..621K
297,Hubble Space Telescope NICMOS Observations of Rest-Frame Optical Continuum and Hα+[N I] Emission In FSC 10214+4724,1999,"Evans, A. S.",7,8,4,1999ApJ...518..145E
298,Probing the Broad-Line Regions in Active Galactic Nuclei Using Time Variability of Associated Absorption Lines,1999,"Srianand, R.",2,19,9,1999ApJ...518..672S
299,High-Frequency and High-Wavenumber Solar Oscillations,1999,"Antia, H. M.",2,28,15,1999ApJ...519..400A
300,Absence of ``Ghost Images'' Excludes Large Values of the Cosmological Constant,2000,"Eppley, J. M.",2,4,4,2000ApJ...538..489E
301,The MACHO Project: Microlensing Results from 5.7 Years of Large Magellanic Cloud Observations,2000,"Alcock, C.",25,904,341,2000ApJ...542..281A
302,Arc Statistics in Clusters: Galaxy Contribution,2000,"Flores, Ricardo A.",3,41,20,2000ApJ...535..555F
303,BEPPOSAX Observations of GRB 980425: Detection of the Prompt Event and Monitoring of the Error Box,2000,"Pian, E.",28,140,60,2000ApJ...536..778P
304,Overluminous CO in the Central Regions of Spiral Galaxies,2000,"Regan, Michael W.",1,35,13,2000ApJ...541..142R
305,Magnetic Field Growth and Saturation in Plasmas with Large Magnetic Prandtl Number. I. The Two-dimensional Case,2000,"Kinney, R. M.",4,25,14,2000ApJ...545..907K
306,Radial Temperature Profiles of 11 Clusters of Galaxies Observed with BEPPOSAX,2000,"Irwin, Jimmy A.",2,71,64,2000ApJ...538..543I
307,Discovery of a Classic FR II Broad Absorption Line Quasar from the FIRST Survey,2000,"Gregg, Michael D.",6,53,19,2000ApJ...544..142G
308,Quasar Variability in the Framework of Poissonian Models,2000,"Cid Fernandes, R.",3,54,15,2000ApJ...544..123C
309,Aromatic Moieties in Meteorites: Relics of Interstellar Grain Processes?,2000,"Sephton, M. A.",2,37,15,2000ApJ...540..588S
310,Velocity Modification of H I Power Spectrum,2000,"Lazarian, A.",2,396,83,2000ApJ...537..720L
311,"High-Resolution, Wide-Field Imaging of the HL Tauri Environment in <SUP>13</SUP>CO (1-0)",2000,"Welch, Wm. J.",4,37,8,2000ApJ...540..362W
312,Photometric Light Curves and Polarization of Close-in Extrasolar Giant Planets,2000,"Seager, S.",3,281,55,2000ApJ...540..504S
313,Evidence of Thick Obscuring Matter Revealed in the X-Ray Spectrum of the z=4.28 Quasar RX J1028.6-0844,2000,"Yuan, W.",6,31,20,2000ApJ...545..625Y
314,Vanadium Oxide in the Spectra of Mira Variables,2000,"Castelaz, Michael W.",3,6,0,2000ApJ...538..341C
315,A Merger Scenario for the Dynamics of Abell 665,2000,"Gómez, Percy L.",3,32,15,2000ApJ...540..726G
316,On the Origin of the Iron K Line in the Spectrum of The Galactic X-Ray Background,2000,"Valinia, Azita",5,117,39,2000ApJ...543..733V
317,Multiwavelength Observations of Markarian 501 during the 1997 High State,2000,"Petry, D.",13,72,27,2000ApJ...536..742P
318,Angular Momentum Transport in Particle and Fluid Disks,2000,"Quataert, Eliot",2,7,7,2000ApJ...543..432Q
319,Stochastic Fluctuations in a Babcock-Leighton Model of the Solar Cycle,2000,"Charbonneau, Paul",2,178,39,2000ApJ...543.1027C
320,Formation of Giant Planets: Dependences on Core Accretion Rate and Grain Opacity,2000,"Ikoma, Masahiro",3,384,34,2000ApJ...537.1013I
321,Reanalysis ofVoyager Ultraviolet Spectrometer Limits to the Extreme-Ultraviolet and Far-Ultraviolet Diffuse Astronomical Flux,2000,"Edelstein, Jerry",3,28,6,2000ApJ...539..187E
322,Orbital Decay in LMC X-4,2000,"Levine, Alan M.",3,69,19,2000ApJ...541..194L
323,Gravitational Radiation from Helium Cataclysmics,2000,"Hils, Dieter",2,64,27,2000ApJ...537..334H
324,The O/H Distribution in NGC 7479: Evidence for a Minor Merger Event,2000,"Martin, Pierre",3,11,3,2000ApJ...538..141M
325,The Chemical Composition of the Small Magellanic Cloud H II Region NGC 346 and the Primordial Helium Abundance,2000,"Peimbert, Manuel",3,203,97,2000ApJ...541..688P
326,Regimes of Helium Burning,2000,"Timmes, F. X.",2,20,1,2000ApJ...537..993T
327,"Effective Collision Strengths of Fine-Structure Transitions in Fe X, Fe XI, and Fe XIII",2000,"Tayal, S. S.",1,10,9,2000ApJ...544..575T
328,Simultaneous Measurements of X-Ray Luminosity and Kilohertz Quasi-Periodic Oscillations in Low-Mass X-Ray Binaries,2000,"Ford, Eric C.",7,80,29,2000ApJ...537..368F
329,Non-LTE Treatment of Molecules in the Photospheres of Cool Stars,2000,"Schweitzer, Andreas",3,24,8,2000ApJ...541.1004S
330,"Lopsided Galaxies, Weak Interactions, and Boosting the Star Formation Rate",2000,"Rudnick, Gregory",3,48,25,2000ApJ...538..569R
331,Vacuum Ultraviolet Resonance Absorption f-values for Ni II,2000,"Fedchak, J. A.",3,33,20,2000ApJ...538..773F
332,The Visual Orbit and Evolutionary State of 12 Bootis,2000,"Boden, A. F.",3,42,20,2000ApJ...536..880B
333,"The Local Lyα Forest. II. Distribution of H I Absorbers,Doppler Widths, and Baryon Content",2000,"Penton, Steven V.",3,139,86,2000ApJ...544..150P
334,Axisymmetric Self-similar Equilibria of Self-gravitating Isothermal Systems,2000,"Medvedev, Mikhail V.",2,7,6,2000ApJ...541..579M
335,Effects of Different Frozen-Convection Approximations on Stellar Nonadiabatic Pulsation,2000,"Li, Y.",1,5,1,2000ApJ...538..346L
336,On the Nature and Location of the Microlenses,2000,"Di Stefano, Rosanne",1,27,15,2000ApJ...541..587D
337,Gravitational Clustering from χ<SUP>2</SUP> Initial Conditions,2000,"Scoccimarro, Román",1,43,18,2000ApJ...542....1S
338,Constraints from Dynamical Friction on the Dark Matter Content of Barred Galaxies,2000,"Debattista, Victor P.",2,540,109,2000ApJ...543..704D
