Title,Year,First Author,Author Count,Citation Count,Bibcode
Quiet-Time Spectra and Abundances of Energetic Particles During the 1996 Solar Minimum,1999,"Reames, Donald V.",1,35,1999ApJ...518..473R
Measurements of Ω and Λ from 42 High-Redshift Supernovae,1999,"Perlmutter, S.",33,16275,1999ApJ...517..565P
Neutron Capture in Low-Mass Asymptotic Giant Branch Stars: Cross Sections and Abundance Signatures,1999,"Arlandini, Claudio",7,860,1999ApJ...525..886A
Magnetocentrifugal Launching of Jets from Accretion Disks. I. Cold Axisymmetric Flows,1999,"Krasnopolsky, Ruben",3,160,1999ApJ...526..631K
Infrared Candidates for the Intense Galactic X-Ray Source GX 17+2,1999,"Deutsch, Eric W.",5,20,1999ApJ...524..406D
Simultaneous Radio and X-Ray Observations of the Wolf-Rayet Star WR 147,1999,"Skinner, Stephen L.",4,33,1999ApJ...524..394S
Properties of the Intracluster Medium in an Ensemble of Nearby Galaxy Clusters,1999,"Mohr, Joseph J.",3,576,1999ApJ...517..627M
Driving Outflows from Young Stars through the Effects of Internal Disk Fields,1999,"Turner, N. J.",3,26,1999ApJ...524..129T
A Rossi X-Ray Timing Explorer Study of M87 and the Core of the Virgo Cluster,1999,"Reynolds, Christopher S.",4,27,1999ApJ...521...99R
The Effect of Crystallization on the Pulsations of White Dwarf Stars,1999,"Montgomery, M. H.",2,89,1999ApJ...526..976M
Abundances and Physical Conditions in the Warm Neutral Medium toward μ Columbae,1999,"Howk, J. Christopher",3,75,1999ApJ...525..253H
GHRS and ORFEUS II Observations of the Highly Ionized Interstellar Medium toward ESO 141-055,1999,"Sembach, Kenneth R.",3,29,1999ApJ...524...98S
Evolution of the Light Echo of SN 1991T,1999,"Sparks, W. B.",7,53,1999ApJ...523..585S
Stellar Coronal Abundances. VI. The First Ionization Potential Effect and ξ Bootis A: Solar-like Anomalies at Intermediate-Activity Levels,1999,"Laming, J. Martin",2,53,1999ApJ...516..324L
Transmission and Amplification of Disturbances by Massive Halos,1999,"Murali, Chigurupati",1,18,1999ApJ...519..580M
Discovery of Solar Atmospheric Motions,1999,"Goldreich, Peter",1,0,1999ApJ...525C.962G
X-Ray Ionization of the Disks of Young Stellar Objects,1999,"Igea, J.",2,246,1999ApJ...518..848I
Submillimeter Imaging of T Tauri's Circumbinary Disk and the Discovery of a Protostar in Hind's Nebula,1999,"Weintraub, David A.",6,10,1999ApJ...517..819W
Near-Infrared Microlensing of Stars by the Supermassive Black Hole in the Galactic Center,1999,"Alexander, Tal",2,61,1999ApJ...520..137A
XTE J2123-058: A New Neutron Star X-Ray Transient,1999,"Tomsick, John A.",4,29,1999ApJ...521..341T
Study of Very Short Gamma-Ray Bursts,1999,"Cline, David B.",3,54,1999ApJ...527..827C
Twin Peak Separation in Sources with Kilohertz Quasi-periodic Oscillations Caused by Orbital Motion,1999,"Karas, Vladimír",1,20,1999ApJ...526..953K
Velocity Dispersions of CNOC Clusters and the Evolution of the Cluster Abundance,1999,"Borgani, S.",5,85,1999ApJ...527..561B
Hubble Space Telescope/Faint Object Spectrograph Observations of M87:Lyα Emission from the Active Galactic Nucleus,1999,"Sankrit, Ravi",3,11,1999ApJ...527..733S
Stability of the Solar Latitudinal Differential Rotation Inferred from Helioseismic Data,1999,"Charbonneau, Paul",3,77,1999ApJ...526..523C
Experimentally Derived Dielectronic Recombination Rate Coefficients for Helium-like C V and Hydrogenic O VIII,1999,"Savin, D. W.",1,23,1999ApJ...523..855S
On the Spatial Distribution of Hard X-Rays from Solar Flare Loops,1999,"Petrosian, Vahé",2,51,1999ApJ...527..945P
Detection of Collimated Bipolar Outflows in the Planetary Nebula NGC 6572 Shaping Its Nebular Shell,1999,"Miranda, Luis F.",6,24,1999ApJ...520..714M
An Analytic Approximation for Plane-parallel Compton Scattering near Accretion Disks,1999,"Wagoner, Robert V.",2,1,1999ApJ...527..254W
Radio and X-Ray Imaging Observations of a Continuum Burst,1999,"Kundu, M. R.",4,1,1999ApJ...522.1100K
Spectroscopic Observations of Convective Patterns in the Atmospheres of Metal-poor Stars,1999,"Allende Prieto, Carlos",4,19,1999ApJ...526..991A
The Characteristics of Millisecond Pulsar Emission. III. From Low to High Frequencies,1999,"Kramer, Michael",7,123,1999ApJ...526..957K
The Nearby Optical Galaxy Sample: The Local Galaxy Luminosity Function,1999,"Marinoni, Christian",4,76,1999ApJ...521...50M
Radiative Transfer in Weakly Polarizing Media,1999,"Sánchez Almeida, J.",2,14,1999ApJ...526.1013S
A New High-Resolution CO Map of the Inner 2.5‧ of M51. I. Streaming Motions and Spiral Structure,1999,"Aalto, S.",4,84,1999ApJ...522..165A
Semiempirical Two-dimensional MagnetoHydrodynamic Model of the Solar Corona and Interplanetary Medium,1999,"Sittler, Edward C., Jr.",2,135,1999ApJ...523..812S
Unstable Coronal Loops: Numerical Simulations with Predicted Observational Signatures,1999,"Arber, T. D.",3,35,1999ApJ...517..990A
Spectral Evolution of the Parsec-Scale Jet in the Quasar 3C 345,1999,"Lobanov, Andrew P.",2,80,1999ApJ...521..509L
Blue Straggler Stars: The Spectacular Population in M80,1999,"Ferraro, Francesco R.",4,138,1999ApJ...522..983F
A Comparison of Simple Mass Estimators for Galaxy Clusters,1999,"Brainerd, Tereasa G.",4,4,1999ApJ...524....9B
Deuterium Fractionation in Protoplanetary Disks,1999,"Aikawa, Yuri",2,127,1999ApJ...526..314A
Star Counts and the Warped and Flaring Milky Way Disk,1999,"Gyuk, Geza",3,20,1999ApJ...521..190G
On the Baldwin Effect in Active Galactic Nuclei. I. The Continuum-Spectrum-Mass Relationship,1999,"Wandel, A.",1,27,1999ApJ...527..649W
Constructing a Mass-Current Radiation-Reaction Force for Numerical Simulations,1999,"Rezzolla, Luciano",5,31,1999ApJ...525..935R
Lithium Isotope Ratios in Halo Stars. III.,1999,"Hobbs, L. M.",3,65,1999ApJ...523..797H
Wide-Field CCD Photometry of the Globular Cluster M30,1999,"Sandquist, Eric L.",5,34,1999ApJ...518..262S
Extended Emission Line Gas in Radio Galaxies: PKS 0349-27,1999,"Grimberg, B. I.",3,4,1999ApJ...521..121G
Two-Temperature Coronal Models from SOHO/EIT Observations,1999,"Zhang, J.",3,27,1999ApJ...527..977Z
Lense-Thirring Precession of Accretion Disks around Compact Objects,1999,"Armitage, Philip J.",2,31,1999ApJ...525..909A
Editorial,1999,"Kennicutt, Robert C., Jr.",1,0,1999ApJ...519D...1K
Dust Formation in the Hot Massive Binary HD 192641 = WR 137 (WC7 + OB),1999,"Marchenko, Sergey V.",3,33,1999ApJ...522..433M
Phenomena in an Emerging Active Region. II. Properties of the Dynamic Small-Scale Structure,1999,"Strous, Louis H.",2,94,1999ApJ...527..435S
Alignments of the Dominant Galaxies in Poor Clusters,1999,"Fuller, Todd M.",3,47,1999ApJ...519...22F
Hoyle &amp; Schwarzschild's Analysis of the Evolution of Population II Stars,1999,"Burbidge, Margaret",1,0,1999ApJ...525C.639B
"Cosmic Histories of Stars, Gas, Heavy Elements, and Dust in Galaxies",1999,"Pei, Yichuan C.",3,294,1999ApJ...522..604P
The Cosmic-Ray Proton and Helium Spectra between 0.4 and 200 GV,1999,"Boezio, M.",34,173,1999ApJ...518..457B
Luminosity versus Rotation in a Supermassive Star,1999,"Baumgarte, Thomas W.",2,19,1999ApJ...526..937B
Post-Newtonian Theory for Precision Doppler Measurements of Binary Star Orbits,1999,"Kopeikin, S. M.",2,30,1999ApJ...523..771K
A Study of Lyα Quasar Absorbers in the Nearby Universe,1999,"Impey, C. D.",3,59,1999ApJ...524..536I
HIRES Spectroscopy of APM 08279+5255: Metal Abundances in the Lyα Forest,1999,"Ellison, Sara L.",5,59,1999ApJ...520..456E
Multidimensional Astrophysical Structural and Dynamical Analysis. I. Development of a Nonlinear Finite Element Approach,1999,"Meier, D. L.",1,11,1999ApJ...518..788M
The Origin and Evolution of Halo Bias in Linear and Nonlinear Regimes,1999,"Kravtsov, Andrey V.",2,124,1999ApJ...520..437K
Ω<SUB>B</SUB> and Ω<SUB>0</SUB> from MACHOs and Local Group Dynamics,1999,"Steigman, G.",2,8,1999ApJ...522..793S
The Structure of the Central Disk of NGC 1068: A Clumpy Disk Model,1999,"Kumar, Pawan",1,44,1999ApJ...519..599K
Radio-quiet Red Quasars,1999,"Kim, Dong-Woo",2,38,1999ApJ...516....9K
The Accretion of Lyα Clouds onto Gas-rich Protogalaxies: A Scenario for the Formation of Globular Star Clusters,1999,"Manning, Curtis V.",1,5,1999ApJ...518..226M
The Extended Narrow-Line Region of 3C 299,1999,"Feinstein, Carlos",5,13,1999ApJ...526..623F
The Power Spectrum of Clusters of Galaxies and the Press-Schechter Approximation,1999,"Gramann, Mirt",2,9,1999ApJ...519..433G
What Determines the Depth of Broad Absorption Lines? Keck HIRES Observations of BALQSO 1603+3002,1999,"Arav, Nahum",7,102,1999ApJ...524..566A
The Ultraviolet Peak of the Energy Distribution in 3C 273: Evidence for an Accretion Disk and Hot Corona around a Massive Black Hole,1999,"Kriss, Gerard A.",4,39,1999ApJ...527..683K
Radio Continuum Measurements of Southern Early-Type Stars. III. Nonthermal Emission from Wolf-Rayet Stars,1999,"Chapman, Jessica M.",5,93,1999ApJ...518..890C
Multiwavelength Observations of GX 339-4 in 1996. III. Keck Spectroscopy,1999,"Smith, I. A.",3,9,1999ApJ...519..779S
Velocity Field Statistics in Star-forming Regions. I. Centroid Velocity Observations,1999,"Miesch, Mark S.",3,61,1999ApJ...524..895M
Ultraviolet and Optical Line Profile Variations in the Spectrum of ɛ Persei,1999,"Gies, D. R.",16,22,1999ApJ...525..420G
Hubble Space TelescopeStudies of the WLM Galaxy. I. The Age and Metallicity of the Globular Cluster,1999,"Hodge, Paul W.",4,53,1999ApJ...521..577H
Elemental Fractionation in the Slow Solar Wind,1999,"Schwadron, N. A.",3,133,1999ApJ...521..859S
Optical-Radio Alignment in Compact Steep-Spectrum Radio Sources,1999,"de Vries, W. H.",4,73,1999ApJ...526...27D
An Analysis of the X-Ray Emission from the Supernova Remnant 3C 397,1999,"Chen, Yang",4,25,1999ApJ...520..737C
Stromgren Spheres,1999,"O'Dell, C. R.",1,0,1999ApJ...525C.321O
Probing r-Process Production of Nuclei Beyond <SUP>209</SUP>Bi with Gamma Rays,1999,"Qian, Y. -Z.",3,14,1999ApJ...524..213Q
The Three-dimensional Coronal Magnetic Field during Whole Sun Month,1999,"Gibson, S. E.",14,40,1999ApJ...520..871G
A Prediction of Brown Dwarfs in Ultracold Molecular Gas,1999,"Elmegreen, Bruce G.",1,24,1999ApJ...522..915E
Accretion in the Early Outer Solar System,1999,"Kenyon, Scott J.",2,72,1999ApJ...526..465K
Synchrotron Self-Absorption in Gamma-Ray Burst Afterglow,1999,"Granot, Jonathan",3,160,1999ApJ...527..236G
"Fate of the Universe, Age of the Universe, Dark Matter, and the Decaying Vacuum Energy",1999,"Özer, Murat",1,15,1999ApJ...520...45O
New 3 Micron Spectra of Young Stellar Objects with H<SUB>2</SUB>O Ice Bands,1999,"Brooke, T. Y.",3,139,1999ApJ...517..883B
Prevalence and Properties of Dark Matter in Elliptical Galaxies,1999,"Loewenstein, Michael",2,91,1999ApJ...518...50L
Angular Momentum Redistribution by Waves in the Sun,1999,"Kumar, Pawan",3,134,1999ApJ...520..859K
Nonthermal X-Ray Emission from the Shell-Type Supernova Remnant G347.3-0.5,1999,"Slane, Patrick",6,260,1999ApJ...525..357S
Critical Protoplanetary Core Masses in Protoplanetary Disks and the Formation of Short-Period Giant Planets,1999,"Papaloizou, John C. B.",2,166,1999ApJ...521..823P
Different Types of X-Ray Bursts from GRS 1915+105 and Their Origin,1999,"Yadav, J. S.",6,67,1999ApJ...517..935Y
Dust in the Ionized Medium of the Galaxy: GHRS Measurements of AL III and S III,1999,"Howk, J. Christopher",2,41,1999ApJ...517..746H
Relationship of the Multimode Kink Instability to δ-Spot Formation,1999,"Linton, M. G.",4,66,1999ApJ...522.1190L
"Total Flux Density Variations in Extragalactic Radio Sources. III. Doppler Boosting Factors, Lorentz Factors, and Viewing Angles for Active Galactic Nuclei",1999,"Lähteenmäki, A.",2,187,1999ApJ...521..493L
Evolution of the Stars and Gas in Galaxies,1999,"Kennicutt, Robert C., Jr.",1,0,1999ApJ...525C1165K
Formation of Galactic Bulges,2000,"Gnedin, Nickolay Y.",3,8,2000ApJ...540...32G
Radio Sources in Low-Luminosity Active Galactic Nuclei. II. Very Long Baseline Interferometry Detections of Compact Radio Cores and Jets in a Sample of LINERs,2000,"Falcke, Heino",4,157,2000ApJ...542..197F
Radiative Torque and Partial Spin-Down of Winds from Rotating Hot Stars,2000,"Gayley, K. G.",2,28,2000ApJ...537..461G
The Infrared Side of Galaxy Formation. I. The Local Universe in the Semianalytical Framework,2000,"Granato, G. L.",7,277,2000ApJ...542..710G
Formation and Evolution of Dusty Starburst Galaxies. I. A New Method for Deriving a Spectral Energy Distribution,2000,"Bekki, Kenji",2,18,2000ApJ...542..201B
Differential O and Si Abundances in M33 Early B Supergiants,2000,"Monteverde, M. I.",3,34,2000ApJ...545..813M
Metallicity Gradients in the Intracluster Gas of Abell 496,2000,"Dupke, Renato A.",2,51,2000ApJ...537..123D
Coronal X-Ray Emission from the Stellar Companions to Transiently Accreting Black Holes,2000,"Bildsten, Lars",2,55,2000ApJ...541..908B
The Very Red Afterglow of GRB 000418: Further Evidence for Dust Extinction in a Gamma-Ray Burst Host Galaxy,2000,"Klose, S.",39,60,2000ApJ...545..271K
Gas Fueling and Nuclear Gaseous Disk Formation in Merging between a Central Massive Black Hole and a Gas Clump,2000,"Bekki, Kenji",1,14,2000ApJ...545..753B
Water on the Early M Supergiant Stars α Orionis and μ Cephei,2000,"Tsuji, T.",1,79,2000ApJ...538..801T
A Serendipitous Search for High-Redshift Lyα Emission: Two Primeval Galaxy Candidates at z~=3,2000,"Manning, Curtis",4,17,2000ApJ...537...65M
Theoretical Transmission Spectra during Extrasolar Giant Planet Transits,2000,"Seager, S.",2,643,2000ApJ...537..916S
ASCA Observation of G299.2-2.9,2000,"Bai, Lei",2,2,2000ApJ...539..760B
X-Ray Afterglow Detection of the Short Gamma-Ray Burst GRB 991014,2000,"in'T Zand, J. J. M.",17,13,2000ApJ...545..266I
Gamma-loud Quasars: A View with BeppoSAX,2000,"Tavecchio, F.",14,81,2000ApJ...543..535T
Infrared Observations of Three Extremely Red Objects,2000,"Glassman, T. M.",2,2,2000ApJ...539..570G
Interaction of Type IA Supernovae with Their Surroundings: The Exponential Profile in Two Dimensions,2000,"Dwarkadas, Vikram V.",1,44,2000ApJ...541..418D
Trapped Low-Frequency Oscillations in the Transition Region between Advection-dominated Accretion Flows and Standard Disks,2000,"Kato, Shoji",2,11,2000ApJ...541..889K
The Evolution of the Galactic Morphological Types in Clusters,2000,"Fasano, Giovanni",6,284,2000ApJ...542..673F
Generation of the Primordial Magnetic Fields during Cosmological Reionization,2000,"Gnedin, Nickolay Y.",3,197,2000ApJ...539..505G
RJK Band Observations of the Optical Afterglow of GRB 991216,2000,"Garnavich, Peter M.",8,28,2000ApJ...543...61G
Dwarf Galaxy Formation Induced by Galaxy Interactions,2000,"Okazaki, Tadashi",2,76,2000ApJ...543..149O
The Recent High State of the BL Lacertae Object AO 0235 and Cross-Correlations between Optical and Radio Bands,2000,"Roy, M.",7,30,2000ApJ...545..758R
N-Body Simulations of Compact Young Clusters near the Galactic Center,2000,"Kim, Sungsoo S.",4,94,2000ApJ...545..301K
What Fraction of Gravitational Lens Galaxies Lie in Groups?,2000,"Keeton, Charles R.",3,49,2000ApJ...545..129K
Mass Loss on the Horizontal Branch: An Application to NGC 6791,2000,"Yong, Hwanjong",3,35,2000ApJ...539..928Y
Expectations for an Interferometric Sunyaev-Zeldovich Effect Survey for Galaxy Clusters,2000,"Holder, Gilbert P.",5,98,2000ApJ...544..629H
The Structure of the Virgo Cluster from Surface Brightness Fluctuations in Hubble Space Telescope Images,2000,"Neilsen, Eric H., Jr.",2,51,2000ApJ...536..255N
Observations of Molecular Hydrogen in the Carina Nebula,2000,"Lee, Dae-Hee",7,6,2000ApJ...545..885L
Prompt and Afterglow Emission from the X-Ray-Rich GRB 981226 Observed withBeppoSAX,2000,"Frontera, F.",23,40,2000ApJ...540..697F
Simulation of Nonlinear Waves in a Magnetic Flux Tube near the Quiet Solar Photospheric Network,2000,"Sakai, J. I.",4,11,2000ApJ...544.1108S
Ionization-induced Heat Flow in Heliospheric Hydrogen: Virtues and Flaws of Hydrodynamic Treatments,2000,"Bzowski, M.",3,5,2000ApJ...544..496B
Revealing the Photodissociation Region: HST/NICMOS Imaging of NGC 7027,2000,"Latter, William B.",7,92,2000ApJ...539..783L
Hydrogen-Accreting Carbon-Oxygen White Dwarfs of Low Mass: Thermal and Chemical Behavior of Burning Shells,2000,"Piersanti, Luciano",4,36,2000ApJ...535..932P
Weak Lensing by High-Redshift Clusters of Galaxies. I. Cluster Mass Reconstruction,2000,"Clowe, D.",4,113,2000ApJ...539..540C
Grad-Shafranov Equation with Anisotropic Pressure,2000,"Beskin, Vasily S.",2,14,2000ApJ...541..257B
The Contribution of Field OB Stars to the Ionization of the Diffuse Ionized Gas in M33,2000,"Hoopes, Charles G.",2,105,2000ApJ...541..597H
The Formation of Very Narrow Waist Bipolar Planetary Nebulae,2000,"Soker, Noam",2,176,2000ApJ...538..241S
Rapid Optical Follow-up Observations of SGR Events with ROTSE-I,2000,"Akerlof, C.",19,14,2000ApJ...542..251A
Opacity Sampling in Radiative Acceleration Calculations,2000,"LeBlanc, F.",3,42,2000ApJ...538..876L
Correlation of Microwave and Hard X-Ray Spectral Parameters,2000,"Silva, Adriana V. R.",3,79,2000ApJ...545.1116S
Orbits in a Neighboring Dwarf Galaxy According to Modified Nonrelativistic Dynamics,2000,"Müller, Daniel",2,2,2000ApJ...540...57M
The Propagation of Magnetocentrifugally Launched Jets. I.,2000,"Frank, A.",5,32,2000ApJ...540..342F
An IUE Atlas of Pre-Main-Sequence Stars. II. Far-Ultraviolet Accretion Diagnostics in T Tauri Stars,2000,"Johns-Krull, Christopher M.",3,139,2000ApJ...539..815J
"A Comparison of the Spatial Distribution of H<SUP>13</SUP>CO<SUP>+</SUP>, CH<SUB>3</SUB>OH, and C<SUP>34</SUP>S Emission and Its Implication in Heiles Cloud 2",2000,"Takakuwa, Shigehisa",4,29,2000ApJ...542..367T
Numerical Simulations of Buoyant Magnetic Flux Tubes,2000,"Wissink, J. G.",4,22,2000ApJ...536..982W
Ultraviolet Emission Lines in BA and Non-BA Giants,2000,"Böhm-Vitense, Erika",3,1,2000ApJ...545..992B
Small Deviations from Gaussianity and the Galaxy Cluster Abundance Evolution,2000,"Ribeiro, A. L. B.",3,6,2000ApJ...539....1R
Origin of Helical Coronal Disturbances from the Sun,2000,"Hori, K.",1,13,2000ApJ...543.1011H
Stellar Populations in the Large Magellanic Cloud from 2MASS,2000,"Nikolaev, Sergei",2,205,2000ApJ...542..804N
Ultraviolet Spectroscopy of Polar Coronal Jets,2000,"Dobrzycka, D.",3,18,2000ApJ...538..922D
A Central Engine for Cosmic Gamma-Ray Burst Sources,2000,"Ruderman, M. A.",3,63,2000ApJ...542..243R
Luminosity Density of Galaxies and Cosmic Star Formation Rate from Λ Cold Dark Matter Hydrodynamical Simulations,2000,"Nagamine, Kentaro",3,41,2000ApJ...541...25N
